step,alive,avg_knowledge
263,100,0.21193058390317085
264,100,0.21326091923096135
265,100,0.2140375142210014
266,100,0.2145770269421505
267,100,0.21465507039966145
268,100,0.21414144517224432
269,100,0.21565425962553442
270,100,0.21707688866951355
271,100,0.2173885421661353
272,100,0.21837899145228476
273,100,0.2188294015765177
274,100,0.2188355705370073
275,100,0.21884029142118946
276,100,0.22048022964135838
277,100,0.22135944977979652
278,100,0.222857391231006
279,100,0.22263666292719275
280,100,0.22254455768031695
281,100,0.22404895403450292
282,100,0.22554117765987744
283,100,0.22602722145599344
284,100,0.22590943283782292
285,100,0.22668631871884504
286,100,0.22819300687987024
287,100,0.2295295666351212
288,100,0.23077403523533754
289,100,0.2315888266324805
290,100,0.23159396789439968
291,100,0.231368806684706
292,100,0.23197121316308902
293,100,0.231965594214561
294,100,0.2323608845548892
295,100,0.23276480734114313
296,100,0.23250331842036662
297,100,0.23272622064944987
298,100,0.23403676570292273
299,100,0.2355705912595158
300,100,0.23533668403544675
301,100,0.23613252098693008
302,100,0.23690125227128095
303,100,0.23649799507282177
304,100,0.23763854604949144
305,100,0.23982947023285725
306,100,0.24098086008458033
307,100,0.24153700406742779
308,100,0.24155888607328616
309,100,0.24219811502060895
310,100,0.24297376122628225
311,100,0.24459445061404744
312,100,0.24540458508148622
313,100,0.24637224829024384
314,100,0.24784055798429047
315,100,0.24970249585948387
316,100,0.2511126870287954
317,100,0.25196660119214204
318,100,0.2527078378867562
319,100,0.25414468872363083
320,100,0.2545262188104771
321,100,0.255207687825673
322,100,0.2552968141659076
323,100,0.2556393181265265
324,100,0.25716986923906193
325,100,0.25837481253195116
326,100,0.2593008488632843
327,100,0.2602338582049542
328,100,0.26188978899174886
329,100,0.2622209180747029
330,100,0.263049583245629
331,100,0.26288302320549106
332,100,0.264528915843669
333,100,0.2653692071588862
334,100,0.2658415756759392
335,100,0.26728937688384846
336,100,0.26753412661864523
337,100,0.26873716935727476
338,100,0.2695255636080562
339,100,0.2707543018707664
340,100,0.27094710300157837
341,100,0.27172353090150936
342,100,0.2725193196663215
343,100,0.27340270750645707
344,100,0.27352874940726407
345,100,0.2735709724956268
346,100,0.27434154267603167
347,100,0.27618105747110727
348,100,0.27712491935229894
349,100,0.27726861048034485
350,100,0.27827773780038445
351,100,0.27856023829570004
352,100,0.2788643638679549
353,100,0.28038363134857947
354,100,0.2808620689227332
355,100,0.28199743167235825
356,100,0.2825475727572407
357,100,0.28323568126063936
358,100,0.2832231535370225
359,100,0.28326712578873015
360,100,0.28407324288349184
361,100,0.2859410996732268
362,100,0.28619821611379204
363,100,0.2866433830634464
364,100,0.28761908703954087
365,100,0.28826942852670234
366,100,0.28904137307789024
367,100,0.29054576999324755
368,100,0.2917242869546036
369,100,0.293268843836547
370,100,0.2947847098385514
371,100,0.2961059418670279
372,100,0.29680819609929715
373,100,0.29731922216211315
374,100,0.2989687593338948
375,100,0.29826629370993313
376,100,0.2993508473227049
377,100,0.30084922051352064
378,100,0.30164952486165075
379,100,0.30172182391452224
380,100,0.3019056383935077
381,100,0.3024603313138129
382,100,0.30344413599604175
383,100,0.3037506282004017
384,100,0.3046493459301064
385,100,0.30442512470453825
386,100,0.30514789819831717
387,100,0.3057118437912638
388,100,0.3072031950191413
389,100,0.30846102732340513
390,100,0.30944279119097795
391,100,0.3096795315904623
392,100,0.3114952362025165
393,100,0.3124405173463935
394,100,0.312658686269564
395,100,0.31425061018557815
396,100,0.3143371799381166
397,100,0.31551990977735433
398,100,0.3151902825845683
399,100,0.31678855828487673
400,100,0.31819866639660455
401,100,0.31873768501818545
402,100,0.3193105362841906
403,100,0.3201203100956529
404,100,0.32092707508370816
405,100,0.3215014465165886
406,100,0.3224080238536113
407,100,0.32236086514573664
408,100,0.32362405848670966
409,100,0.32456382877034934
410,100,0.32584030477353254
411,100,0.3261549455844462
412,100,0.3267684544740077
413,100,0.32734620450882573
414,100,0.32889730188716826
415,100,0.3288707862719244
416,100,0.3304646441184867
417,100,0.33143054420590795
418,100,0.33211605360960755
419,100,0.3323880195578328
420,100,0.3326040408550618
421,100,0.33289815193206196
422,100,0.3338833357120547
423,100,0.33587437067066817
424,100,0.33735312706897785
425,100,0.338010032489669
426,100,0.3382148640410959
427,100,0.33955577519627966
428,100,0.339027269398927
429,100,0.33986917800477434
430,100,0.3400452765266158
431,100,0.34085716170846475
432,100,0.3409880828722156
433,100,0.3416651250140771
434,100,0.34265578150332643
435,100,0.34266841604815146
436,100,0.3436407802703904
437,100,0.34418154263687917
438,100,0.34408244912217684
439,100,0.34649162667301925
440,100,0.3472570246851999
441,100,0.34817114395304566
442,100,0.34849580898275456
443,100,0.3498923079104803
444,100,0.350665003115916
445,100,0.35181533068263415
446,100,0.3521554463624167
447,100,0.35263746397708884
448,100,0.3538322908801252
449,100,0.35439941616510073
450,100,0.3538060836014631
451,100,0.35453270778600887
452,100,0.35535614785244346
453,100,0.3570071784372725
454,100,0.3569987274627384
455,100,0.35868305153304775
456,100,0.3589890664092114
457,100,0.36095611769213376
458,100,0.36164049356816913
459,100,0.36164514494439026
460,100,0.36288425453977746
461,100,0.3628694891020407
462,100,0.36395788049337385
463,100,0.3649108395173101
464,100,0.3661544865263564
465,100,0.36767213487735445
466,100,0.368581513811876
467,100,0.3691288558078956
468,100,0.3706677153711769
469,100,0.3709660070379527
470,100,0.37183583954546146
471,100,0.37218795866807747
472,100,0.372442517859809
473,100,0.37349067590885965
474,100,0.3744267331614546
475,100,0.37636889819994573
476,100,0.37708912709041975
477,100,0.37753933573850207
478,100,0.37755481162558824
479,100,0.37927168282620805
480,100,0.37992441383622166
481,100,0.38063060131180626
482,100,0.3820936580035335
483,100,0.38409399380798215
484,100,0.3857706714263219
485,100,0.38702741505059074
486,100,0.3865927006069625
487,100,0.38721475263726157
488,100,0.3878321479661212
489,100,0.38908357705474644
490,100,0.3914472939533325
491,100,0.392441646241751
492,100,0.39246948823770095
493,100,0.39190659549704293
494,100,0.3921208446785755
495,100,0.39236868822727566
496,100,0.3931433435998743
497,100,0.39340298700787096
498,100,0.3942527456877707
499,100,0.3940250057067429
500,100,0.39451897961301896
501,100,0.3949792979693699
502,100,0.39654492480146664
503,100,0.3970411572583744
504,100,0.3977782343876367
505,100,0.39971967392882896
506,100,0.40094205588922605
507,100,0.4019127711601446
508,100,0.4017496303420002
509,100,0.40280360303096296
510,100,0.4025372690173675
511,100,0.402727582302413
512,100,0.40337576374883205
513,100,0.4037601895588653
514,100,0.40450710277389457
515,100,0.405187533580237
516,100,0.40528833776184325
517,100,0.40686046564956735
518,100,0.408200114447237
519,100,0.40706410613865385
520,100,0.4075030461125582
521,100,0.4081955848358962
522,100,0.40779332350266834
523,100,0.4084906042298843
524,100,0.40890343377527183
525,100,0.40815319290544705
526,100,0.4083459968849949
527,100,0.4084775738711059
528,100,0.4088609036362961
529,100,0.4098109683398748
530,100,0.41094322138032396
531,100,0.41097051296504133
532,100,0.41164974229573636
533,100,0.4121816642438395
534,100,0.4145038255891892
535,100,0.41499902617462614
536,100,0.4152733358147369
537,100,0.41440484242548253
538,100,0.41523252057211274
539,100,0.41565469703660335
540,100,0.4166130931756185
541,100,0.418046282194049
542,100,0.41726758555674287
543,100,0.41749614957256076
544,100,0.4180927792946532
545,100,0.41811571811966936
546,100,0.4168417560758087
547,100,0.41708591305973
548,100,0.4171268328260515
549,100,0.4179517235041616
550,100,0.41844028754664725
551,100,0.42011899760887944
552,100,0.42094565356103153
553,100,0.4229420465827171
554,100,0.42491164866653963
555,100,0.4253151017734975
556,100,0.4249196095218394
557,100,0.4255413413535029
558,100,0.42579373235945367
559,100,0.42710073432160967
560,100,0.42830176158086336
561,100,0.4283309888356827
562,100,0.42845653981377013
563,100,0.42921187859561305
564,100,0.4313733717313895
565,100,0.4325316081372027
566,100,0.43352979312663237
567,100,0.4337627257720326
568,100,0.4336831517036932
569,100,0.43338163811773145
570,100,0.43354666399892194
571,100,0.43481382035517563
572,100,0.4347238750849795
573,100,0.435761691942524
574,100,0.436239810944463
575,100,0.43569593910142906
576,100,0.43761550632033286
577,100,0.4377210341316293
578,100,0.43771938850387826
579,100,0.4379979113983801
580,100,0.43749359204881083
581,100,0.4380912267285118
582,100,0.4385366889781965
583,100,0.4391106620689047
584,100,0.4392294619782893
585,100,0.43933693367292387
586,100,0.4395962326011526
587,100,0.4412272452469701
588,100,0.4430593003485338
589,100,0.442627012689864
590,100,0.44344148183600923
591,100,0.44476052215227496
592,100,0.4454555721858967
593,100,0.4454866174987713
594,100,0.44605741128763016
595,100,0.44697627254843814
596,100,0.44733520006226274
597,100,0.4488772040572403
598,100,0.4496174929046589
599,100,0.4496812373272299
